r,0.00,0.17,-0.98,-0.03,0.002
r,0.00,0.18,-0.98,-0.03,0.057
r,0.00,0.18,-0.98,-0.03,0.065
r,0.00,0.18,-0.98,-0.03,0.070
r,0.00,0.18,-0.98,-0.03,0.073
r,0.00,0.18,-0.98,-0.03,0.077
r,0.00,0.18,-0.98,-0.03,0.082
r,0.00,0.18,-0.98,-0.03,0.085
r,0.00,0.18,-0.98,-0.03,0.090
r,0.00,0.18,-0.98,-0.03,0.093
r,0.00,0.18,-0.98,-0.03,0.097
r,0.00,0.18,-0.98,-0.03,0.102
r,0.00,0.18,-0.98,-0.03,0.105
r,0.00,0.18,-0.98,-0.03,0.110
r,0.00,0.18,-0.98,-0.03,0.114
r,0.00,0.18,-0.98,-0.03,0.117
r,0.00,0.18,-0.98,-0.03,0.122
r,0.00,0.18,-0.98,-0.03,0.126
r,0.00,0.18,-0.98,-0.03,0.129
r,0.00,0.18,-0.98,-0.03,0.133
r,0.00,0.18,-0.98,-0.03,0.138
r,0.00,0.18,-0.98,-0.03,0.141
r,0.00,0.18,-0.98,-0.03,0.146
r,0.00,0.18,-0.98,-0.03,0.150
r,0.00,0.18,-0.98,-0.03,0.153
r,0.00,0.18,-0.98,-0.03,0.157
r,0.00,0.18,-0.98,-0.03,0.161
r,0.00,0.18,-0.98,-0.03,0.164
r,0.00,0.18,-0.98,-0.03,0.169
r,0.00,0.18,-0.98,-0.03,0.173
r,0.00,0.18,-0.98,-0.03,0.177
r,0.00,0.18,-0.98,-0.03,0.181
r,0.00,0.18,-0.98,-0.03,0.185
r,0.00,0.18,-0.98,-0.03,0.189
r,0.00,0.18,-0.98,-0.03,0.193
r,0.00,0.18,-0.98,-0.03,0.198
r,0.00,0.18,-0.98,-0.03,0.201
r,0.00,0.18,-0.98,-0.03,0.205
r,0.00,0.18,-0.98,-0.03,0.209
r,0.00,0.18,-0.98,-0.03,0.213
r,0.00,0.18,-0.98,-0.03,0.218
r,0.00,0.18,-0.98,-0.03,0.221
r,0.00,0.18,-0.98,-0.03,0.225
r,0.00,0.18,-0.98,-0.03,0.230
r,0.00,0.18,-0.98,-0.03,0.233
r,0.00,0.18,-0.98,-0.03,0.237
r,0.00,0.18,-0.98,-0.03,0.241
r,0.00,0.18,-0.98,-0.03,0.244
r,0.00,0.18,-0.98,-0.03,0.248
r,0.00,0.18,-0.98,-0.03,0.252
r,0.00,0.18,-0.98,-0.03,0.255
r,0.00,0.18,-0.98,-0.03,0.260
r,0.00,0.18,-0.98,-0.03,0.264
r,0.00,0.18,-0.98,-0.03,0.268
r,0.00,0.18,-0.98,-0.03,0.272
r,0.00,0.18,-0.98,-0.03,0.277
r,0.00,0.18,-0.98,-0.03,0.281
r,0.00,0.18,-0.98,-0.03,0.284
r,0.00,0.18,-0.98,-0.03,0.288
r,0.00,0.18,-0.98,-0.03,0.291
r,0.00,0.18,-0.98,-0.03,0.296
r,0.00,0.18,-0.98,-0.03,0.300
r,0.00,0.18,-0.98,-0.03,0.303
r,0.00,0.18,-0.98,-0.03,0.307
r,0.00,0.18,-0.98,-0.03,0.311
r,0.00,0.18,-0.98,-0.03,0.314
r,0.00,0.18,-0.98,-0.03,0.319
r,0.00,0.18,-0.98,-0.03,0.323
r,0.00,0.18,-0.98,-0.03,0.326
r,0.00,0.18,-0.98,-0.03,0.331
r,0.00,0.18,-0.98,-0.03,0.335
r,0.00,0.18,-0.98,-0.03,0.338
r,0.00,0.18,-0.98,-0.03,0.342
r,0.00,0.18,-0.98,-0.03,0.347
r,0.00,0.18,-0.98,-0.03,0.350
r,0.00,0.18,-0.98,-0.03,0.355
r,0.00,0.18,-0.98,-0.03,0.359
r,0.00,0.18,-0.98,-0.03,0.362
r,0.00,0.18,-0.98,-0.03,0.366
r,0.00,0.18,-0.98,-0.03,0.370
