r,1.00,0.04,-0.01,-0.04,0.010
r,1.00,0.05,-0.01,-0.06,0.030
r,1.00,0.05,-0.01,-0.06,0.034
r,1.00,0.04,-0.01,-0.06,0.038
r,1.00,0.04,-0.01,-0.06,0.043
r,1.00,0.04,-0.01,-0.06,0.046
r,1.00,0.04,-0.01,-0.06,0.050
r,1.00,0.04,-0.01,-0.06,0.054
r,1.00,0.04,-0.01,-0.06,0.057
r,1.00,0.04,-0.01,-0.06,0.061
r,1.00,0.04,-0.01,-0.06,0.065
r,1.00,0.04,-0.01,-0.06,0.068
r,1.00,0.04,-0.01,-0.06,0.072
r,1.00,0.04,-0.01,-0.06,0.076
r,1.00,0.04,-0.01,-0.07,0.079
r,1.00,0.04,-0.01,-0.07,0.083
r,1.00,0.04,-0.01,-0.07,0.087
r,1.00,0.04,-0.01,-0.07,0.090
r,1.00,0.04,-0.01,-0.07,0.095
r,1.00,0.04,-0.01,-0.07,0.099
r,1.00,0.04,-0.01,-0.07,0.103
r,1.00,0.04,-0.01,-0.07,0.107
r,1.00,0.04,-0.01,-0.07,0.111
r,1.00,0.04,-0.01,-0.07,0.114
r,1.00,0.04,-0.01,-0.07,0.118
r,1.00,0.04,-0.01,-0.07,0.124
r,1.00,0.04,-0.01,-0.07,0.128
r,1.00,0.04,-0.01,-0.07,0.132
r,1.00,0.04,-0.01,-0.07,0.136
r,1.00,0.04,-0.01,-0.07,0.138
r,1.00,0.04,-0.01,-0.07,0.142
r,1.00,0.04,-0.01,-0.07,0.146
r,1.00,0.04,-0.01,-0.07,0.150
r,1.00,0.04,-0.01,-0.07,0.153
r,1.00,0.04,-0.01,-0.07,0.157
r,1.00,0.04,-0.01,-0.07,0.162
r,1.00,0.04,-0.01,-0.07,0.166
r,1.00,0.04,-0.01,-0.07,0.169
r,1.00,0.04,-0.01,-0.07,0.173
r,1.00,0.04,-0.01,-0.07,0.176
r,1.00,0.04,-0.01,-0.07,0.181
r,1.00,0.04,-0.01,-0.07,0.185
r,1.00,0.04,-0.01,-0.07,0.188
r,1.00,0.04,-0.01,-0.07,0.192
r,1.00,0.04,-0.01,-0.07,0.196
r,1.00,0.04,-0.01,-0.07,0.199
r,1.00,0.04,-0.01,-0.07,0.204
r,1.00,0.04,-0.01,-0.07,0.208
r,1.00,0.04,-0.01,-0.07,0.212
r,1.00,0.04,-0.01,-0.07,0.216
r,1.00,0.04,-0.01,-0.07,0.221
r,1.00,0.04,-0.01,-0.07,0.224
r,1.00,0.04,-0.01,-0.07,0.228
r,1.00,0.04,-0.01,-0.07,0.232
r,1.00,0.04,-0.01,-0.07,0.236
r,1.00,0.04,-0.01,-0.07,0.241
r,1.00,0.04,-0.01,-0.07,0.245
r,1.00,0.04,-0.01,-0.07,0.248
r,1.00,0.04,-0.01,-0.07,0.252
r,1.00,0.04,-0.01,-0.07,0.256
r,1.00,0.04,-0.01,-0.07,0.259
r,1.00,0.05,-0.01,-0.07,0.264
r,1.00,0.05,-0.01,-0.07,0.268
r,1.00,0.05,-0.01,-0.07,0.271
r,1.00,0.05,-0.01,-0.07,0.275
r,1.00,0.05,-0.01,-0.07,0.281
r,1.00,0.05,-0.01,-0.07,0.284
r,1.00,0.05,-0.01,-0.07,0.288
r,1.00,0.05,-0.01,-0.07,0.292
r,1.00,0.05,-0.01,-0.07,0.296
r,1.00,0.05,-0.01,-0.07,0.299
r,1.00,0.05,-0.01,-0.07,0.304
r,1.00,0.05,-0.01,-0.07,0.308
r,1.00,0.05,-0.01,-0.07,0.311
r,1.00,0.05,-0.01,-0.07,0.315
r,1.00,0.05,-0.01,-0.07,0.319
r,1.00,0.05,-0.01,-0.07,0.323
r,1.00,0.05,-0.01,-0.07,0.327
r,1.00,0.05,-0.01,-0.07,0.332
r,1.00,0.05,-0.01,-0.07,0.335
r,1.00,0.05,-0.01,-0.07,0.339
r,1.00,0.05,-0.01,-0.07,0.344
r,1.00,0.05,-0.01,-0.07,0.347
r,1.00,0.05,-0.01,-0.07,0.352
r,1.00,0.05,-0.01,-0.07,0.357
r,1.00,0.05,-0.01,-0.07,0.362
r,1.00,0.05,-0.01,-0.07,0.366
r,1.00,0.05,-0.01,-0.07,0.370
r,1.00,0.05,-0.01,-0.07,0.373
r,1.00,0.05,-0.01,-0.07,0.377
r,1.00,0.05,-0.01,-0.07,0.382
r,1.00,0.05,-0.01,-0.07,0.385
r,1.00,0.05,-0.01,-0.07,0.389
r,1.00,0.05,-0.01,-0.07,0.394
r,1.00,0.05,-0.01,-0.07,0.398
r,1.00,0.05,-0.01,-0.07,0.402
r,1.00,0.05,-0.01,-0.07,0.406
r,1.00,0.05,-0.01,-0.07,0.409
r,1.00,0.05,-0.01,-0.07,0.413
r,1.00,0.05,-0.01,-0.07,0.417
r,1.00,0.05,-0.01,-0.07,0.421
r,1.00,0.05,-0.01,-0.07,0.425
r,1.00,0.05,-0.01,-0.07,0.429
r,1.00,0.05,-0.01,-0.07,0.433
r,1.00,0.05,-0.01,-0.07,0.437
r,1.00,0.05,-0.01,-0.07,0.442
r,1.00,0.05,-0.01,-0.07,0.445
r,1.00,0.05,-0.01,-0.07,0.449
r,1.00,0.05,-0.01,-0.07,0.453
r,1.00,0.05,-0.01,-0.07,0.456
r,1.00,0.05,-0.01,-0.07,0.461
r,1.00,0.05,-0.01,-0.06,0.465
r,1.00,0.05,-0.02,-0.06,0.468
r,1.00,0.05,-0.02,-0.06,0.472
r,1.00,0.05,-0.02,-0.06,0.476
r,1.00,0.05,-0.02,-0.06,0.480
r,1.00,0.05,-0.02,-0.06,0.484
r,1.00,0.05,-0.02,-0.06,0.488
r,1.00,0.05,-0.02,-0.06,0.491
r,1.00,0.05,-0.02,-0.06,0.496
r,1.00,0.05,-0.02,-0.06,0.501
